Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
2.145411125,-1.775291563,2.678125926,-0.6280401508,3.273904861,1
2.155492125,-2.234000661,3.123738137,-1.348214294,4.070157329,1
2.165573125,-2.305187588,3.880264347,-1.376371999,4.718552861,1
2.175654125,-2.174987929,4.501412312,-0.8502640933,5.07111766,1
2.185735125,-2.019428896,4.981345925,-0.007444674969,5.375123786,1
2.195816125,-1.920659484,5.2817554,0.8990007088,5.691579327,1
2.205897125,-1.836726211,5.310789165,1.783957429,5.895807734,1
2.215978125,-1.831256726,5.152014456,2.297915406,5.931034426,1
2.226059125,-2.049461365,4.911859369,2.201907633,5.759778778,1
2.236139125,-2.430726723,4.522211443,1.688716811,5.404682525,1
2.246220125,-2.776895338,3.988303936,1.140515858,4.991842588,1
2.256301125,-2.823012036,3.587077938,0.7295261067,4.622632738,1
2.266382125,-2.565434585,3.173192718,0.3564825189,4.096057424,1
2.276463125,-2.261167117,2.837160836,-0.03790925324,3.628194517,1
2.286544125,-1.882364607,2.588172945,-0.2643665068,3.211203101,1
2.296625125,-1.428916833,2.025317627,-0.1090394622,2.481049055,1
2.306706125,-1.185925262,1.241093157,0.5213668375,1.794032979,1
2.316787125,-1.236422401,0.4414308679,1.162987804,1.75389344,1
2.326868125,-1.181527863,-0.3719869959,1.631124076,2.048157261,1
2.336948125,-0.8745695069,-1.032480875,2.155442149,2.544959614,1
2.347029125,-0.4632085302,-1.445738688,2.275004114,2.735025817,1
2.357110125,-0.108884511,-1.790433805,2.033982908,2.711935751,1
2.367191125,0.1481052947,-2.106663507,1.906510245,2.845126996,1
2.377272125,0.006144838929,-2.448965358,1.392918889,2.817391012,1
2.387353125,-0.5024883708,-2.604455686,0.634566082,2.727335347,1
2.397434125,-1.059745272,-2.511666806,-0.03172180273,2.726267862,1
2.407515125,-1.378538685,-2.380549427,-0.4294097234,2.784201356,1
2.417596125,-1.450966684,-2.0715539,-0.4867638923,2.575573522,1
2.427676125,-1.398388228,-1.59151913,-0.429186506,2.161625276,1
2.437757125,-1.24670473,-1.134179742,-0.3088639641,1.713485722,1
2.447838125,-1.226730933,-0.9228637075,-0.4925507355,1.612188709,1
2.457919125,-1.237056532,-0.914561246,-0.6323250635,1.663299769,1
2.468000125,-1.304787754,-0.9870813382,-0.6960825182,1.778013364,1
2.478081125,-1.317237938,-1.044494564,-0.8812153061,1.898058243,1
2.488162125,-1.054269062,-0.8548214132,-0.8003108914,1.575658728,1
2.498243125,-0.6846066266,-0.6204837209,-0.70814357,1.164110646,1
